,Destino,Origen,topic,author,undirected_edge,frequency,weight
156179,ana,canciller,topico 1,AncianaC,ana-canciller,964,964
156151,desidia,crucifique,topico 1,galeors,crucifique-desidia,964,964
156150,crucifique,enjuicie,topico 1,galeors,crucifique-enjuicie,964,964
156149,enjuicie,caviar,topico 1,galeors,caviar-enjuicie,964,964
141322,gervasi,maria,topico 1,marthinabruna,gervasi-maria,964,964
175135,crucifique,enjuicie,topico 1,PedroNebur,crucifique-enjuicie,964,964
156330,enjuicie,caviar,topico 1,SamanamuAlberto,caviar-enjuicie,964,964
156134,ana,canciller,topico 1,galeors,ana-canciller,964,964
141320,ana,canciller,topico 1,marthinabruna,ana-canciller,964,964
156070,desidia,crucifique,topico 1,lalitaMilu,crucifique-desidia,964,964
156069,crucifique,enjuicie,topico 1,lalitaMilu,crucifique-enjuicie,964,964
156068,enjuicie,caviar,topico 1,lalitaMilu,caviar-enjuicie,964,964
141323,retirar,gervasi,topico 1,marthinabruna,gervasi-retirar,964,964
175142,ana,canciller,topico 1,galvacor,ana-canciller,964,964
156056,retirar,gervasi,topico 1,lalitaMilu,gervasi-retirar,964,964
156137,retirar,gervasi,topico 1,galeors,gervasi-retirar,964,964
175134,enjuicie,caviar,topico 1,PedroNebur,caviar-enjuicie,964,964
156462,crucifique,enjuicie,topico 1,alfonsin6212,crucifique-enjuicie,964,964
156194,enjuicie,caviar,topico 1,AncianaC,caviar-enjuicie,964,964
156196,desidia,crucifique,topico 1,AncianaC,crucifique-desidia,964,964
157013,enjuicie,caviar,topico 1,VitoloSevilla,caviar-enjuicie,964,964
156318,retirar,gervasi,topico 1,SamanamuAlberto,gervasi-retirar,964,964
156317,gervasi,maria,topico 1,SamanamuAlberto,gervasi-maria,964,964
156315,ana,canciller,topico 1,SamanamuAlberto,ana-canciller,964,964
156252,desidia,crucifique,topico 1,ymvk1946,crucifique-desidia,964,964
156251,crucifique,enjuicie,topico 1,ymvk1946,crucifique-enjuicie,964,964
156250,enjuicie,caviar,topico 1,ymvk1946,caviar-enjuicie,964,964
171888,crucifique,enjuicie,topico 1,kismipedro,crucifique-enjuicie,964,964
171887,enjuicie,caviar,topico 1,kismipedro,caviar-enjuicie,964,964
156238,retirar,gervasi,topico 1,ymvk1946,gervasi-retirar,964,964
156237,gervasi,maria,topico 1,ymvk1946,gervasi-maria,964,964
156235,ana,canciller,topico 1,ymvk1946,ana-canciller,964,964
156231,desidia,crucifique,topico 1,irene1049,crucifique-desidia,964,964
156230,crucifique,enjuicie,topico 1,irene1049,crucifique-enjuicie,964,964
156229,enjuicie,caviar,topico 1,irene1049,caviar-enjuicie,964,964
171875,retirar,gervasi,topico 1,kismipedro,gervasi-retirar,964,964
171874,gervasi,maria,topico 1,kismipedro,gervasi-maria,964,964
156217,retirar,gervasi,topico 1,irene1049,gervasi-retirar,964,964
156216,gervasi,maria,topico 1,irene1049,gervasi-maria,964,964
157014,crucifique,enjuicie,topico 1,VitoloSevilla,crucifique-enjuicie,964,964
171889,desidia,crucifique,topico 1,kismipedro,crucifique-desidia,964,964
171918,enjuicie,caviar,topico 1,cohe_sonia,caviar-enjuicie,964,964
156673,enjuicie,caviar,topico 1,carepi27,caviar-enjuicie,964,964
157314,ana,canciller,topico 1,CleverValdi,ana-canciller,964,964
179186,enjuicie,caviar,topico 1,CarlosAlvare117,caviar-enjuicie,964,964
157330,crucifique,enjuicie,topico 1,CleverValdi,crucifique-enjuicie,964,964
157329,enjuicie,caviar,topico 1,CleverValdi,caviar-enjuicie,964,964
175073,ana,canciller,topico 1,fredmz,ana-canciller,964,964
175075,gervasi,maria,topico 1,fredmz,gervasi-maria,964,964
157317,retirar,gervasi,topico 1,CleverValdi,gervasi-retirar,964,964
157316,gervasi,maria,topico 1,CleverValdi,gervasi-maria,964,964
157306,desidia,crucifique,topico 1,angelosolisgz,crucifique-desidia,964,964
157340,retirar,gervasi,topico 1,JuanPorlles1,gervasi-retirar,964,964
157635,ana,canciller,topico 1,andrescsa,ana-canciller,964,964
157304,enjuicie,caviar,topico 1,angelosolisgz,caviar-enjuicie,964,964
175076,retirar,gervasi,topico 1,fredmz,gervasi-retirar,964,964
171939,enjuicie,caviar,topico 1,gisezcy,caviar-enjuicie,964,964
157292,retirar,gervasi,topico 1,angelosolisgz,gervasi-retirar,964,964
157291,gervasi,maria,topico 1,angelosolisgz,gervasi-maria,964,964
157289,ana,canciller,topico 1,angelosolisgz,ana-canciller,964,964
157015,desidia,crucifique,topico 1,VitoloSevilla,crucifique-desidia,964,964
171729,desidia,crucifique,topico 1,Maribellalu,crucifique-desidia,964,964
156214,ana,canciller,topico 1,irene1049,ana-canciller,964,964
141069,desidia,crucifique,topico 1,PEDRODICTADOR,crucifique-desidia,964,964
171920,desidia,crucifique,topico 1,cohe_sonia,crucifique-desidia,964,964
171926,gervasi,maria,topico 1,gisezcy,gervasi-maria,964,964
157447,desidia,crucifique,topico 1,oeqp1996,crucifique-desidia,964,964
157486,desidia,crucifique,topico 1,BalbinZavala,crucifique-desidia,964,964
157485,crucifique,enjuicie,topico 1,BalbinZavala,crucifique-enjuicie,964,964
157484,enjuicie,caviar,topico 1,BalbinZavala,caviar-enjuicie,964,964
171941,desidia,crucifique,topico 1,gisezcy,crucifique-desidia,964,964
171940,crucifique,enjuicie,topico 1,gisezcy,crucifique-enjuicie,964,964
175065,enjuicie,caviar,topico 1,Lalilolila,caviar-enjuicie,964,964
157472,retirar,gervasi,topico 1,BalbinZavala,gervasi-retirar,964,964
157471,gervasi,maria,topico 1,BalbinZavala,gervasi-maria,964,964
157469,ana,canciller,topico 1,BalbinZavala,ana-canciller,964,964
157446,crucifique,enjuicie,topico 1,oeqp1996,crucifique-enjuicie,964,964
157352,enjuicie,caviar,topico 1,JuanPorlles1,caviar-enjuicie,964,964
157445,enjuicie,caviar,topico 1,oeqp1996,caviar-enjuicie,964,964
175066,crucifique,enjuicie,topico 1,Lalilolila,crucifique-enjuicie,964,964
175067,desidia,crucifique,topico 1,Lalilolila,crucifique-desidia,964,964
141068,crucifique,enjuicie,topico 1,PEDRODICTADOR,crucifique-enjuicie,964,964
157433,retirar,gervasi,topico 1,oeqp1996,gervasi-retirar,964,964
157432,gervasi,maria,topico 1,oeqp1996,gervasi-maria,964,964
157339,gervasi,maria,topico 1,JuanPorlles1,gervasi-maria,964,964
156674,crucifique,enjuicie,topico 1,carepi27,crucifique-enjuicie,964,964
157430,ana,canciller,topico 1,oeqp1996,ana-canciller,964,964
157354,desidia,crucifique,topico 1,JuanPorlles1,crucifique-desidia,964,964
156775,enjuicie,caviar,topico 1,claudiadiaz_12,caviar-enjuicie,964,964
157001,retirar,gervasi,topico 1,VitoloSevilla,gervasi-retirar,964,964
156760,ana,canciller,topico 1,claudiadiaz_12,ana-canciller,964,964
156797,retirar,gervasi,topico 1,patychiquitall1,gervasi-retirar,964,964
156796,gervasi,maria,topico 1,patychiquitall1,gervasi-maria,964,964
156794,ana,canciller,topico 1,patychiquitall1,ana-canciller,964,964
156777,desidia,crucifique,topico 1,claudiadiaz_12,crucifique-desidia,964,964
156776,crucifique,enjuicie,topico 1,claudiadiaz_12,crucifique-enjuicie,964,964
171927,retirar,gervasi,topico 1,gisezcy,gervasi-retirar,964,964
156763,retirar,gervasi,topico 1,claudiadiaz_12,gervasi-retirar,964,964
157353,crucifique,enjuicie,topico 1,JuanPorlles1,crucifique-enjuicie,964,964
156762,gervasi,maria,topico 1,claudiadiaz_12,gervasi-maria,964,964
156696,desidia,crucifique,topico 1,siaoyalee,crucifique-desidia,964,964
157000,gervasi,maria,topico 1,VitoloSevilla,gervasi-maria,964,964
156695,crucifique,enjuicie,topico 1,siaoyalee,crucifique-enjuicie,964,964
156694,enjuicie,caviar,topico 1,siaoyalee,caviar-enjuicie,964,964
175098,gervasi,maria,topico 1,jofe189,gervasi-maria,964,964
175099,retirar,gervasi,topico 1,jofe189,gervasi-retirar,964,964
175096,ana,canciller,topico 1,jofe189,ana-canciller,964,964
156681,gervasi,maria,topico 1,siaoyalee,gervasi-maria,964,964
156679,ana,canciller,topico 1,siaoyalee,ana-canciller,964,964
168950,ana,canciller,topico 1,ManuelF21938574,ana-canciller,964,964
168884,ana,canciller,topico 1,MnicaCceres7,ana-canciller,964,964
141138,gervasi,maria,topico 1,ROSARIOMZYO,gervasi-maria,964,964
175090,desidia,crucifique,topico 1,fredmz,crucifique-desidia,964,964
156809,enjuicie,caviar,topico 1,patychiquitall1,caviar-enjuicie,964,964
156998,ana,canciller,topico 1,VitoloSevilla,ana-canciller,964,964
156985,desidia,crucifique,topico 1,menocestado2021,crucifique-desidia,964,964
156984,crucifique,enjuicie,topico 1,menocestado2021,crucifique-enjuicie,964,964
156983,enjuicie,caviar,topico 1,menocestado2021,caviar-enjuicie,964,964
171924,ana,canciller,topico 1,gisezcy,ana-canciller,964,964
141136,ana,canciller,topico 1,ROSARIOMZYO,ana-canciller,964,964
156971,retirar,gervasi,topico 1,menocestado2021,gervasi-retirar,964,964
156970,gervasi,maria,topico 1,menocestado2021,gervasi-maria,964,964
156968,ana,canciller,topico 1,menocestado2021,ana-canciller,964,964
156864,desidia,crucifique,topico 1,Educole20,crucifique-desidia,964,964
156863,crucifique,enjuicie,topico 1,Educole20,crucifique-enjuicie,964,964
156862,enjuicie,caviar,topico 1,Educole20,caviar-enjuicie,964,964
175088,enjuicie,caviar,topico 1,fredmz,caviar-enjuicie,964,964
175089,crucifique,enjuicie,topico 1,fredmz,crucifique-enjuicie,964,964
159349,retirar,gervasi,topico 1,robminaya,gervasi-retirar,964,964
159348,gervasi,maria,topico 1,robminaya,gervasi-maria,964,964
141139,retirar,gervasi,topico 1,ROSARIOMZYO,gervasi-retirar,964,964
156675,desidia,crucifique,topico 1,carepi27,crucifique-desidia,964,964
156850,retirar,gervasi,topico 1,Educole20,gervasi-retirar,964,964
172134,crucifique,enjuicie,topico 1,Ana13081823,crucifique-enjuicie,964,964
158632,crucifique,enjuicie,topico 1,VicMacedocano,crucifique-enjuicie,964,964
156053,ana,canciller,topico 1,lalitaMilu,ana-canciller,964,964
168876,enjuicie,caviar,topico 1,ShalomGabriel48,caviar-enjuicie,964,964
159367,ana,canciller,topico 1,MikeObirom,ana-canciller,964,964
172135,desidia,crucifique,topico 1,Ana13081823,crucifique-desidia,964,964
159363,desidia,crucifique,topico 1,robminaya,crucifique-desidia,964,964
156811,desidia,crucifique,topico 1,patychiquitall1,crucifique-desidia,964,964
159362,crucifique,enjuicie,topico 1,robminaya,crucifique-enjuicie,964,964
172133,enjuicie,caviar,topico 1,Ana13081823,caviar-enjuicie,964,964
156849,gervasi,maria,topico 1,Educole20,gervasi-maria,964,964
174799,enjuicie,caviar,topico 1,GanozaAdriana,caviar-enjuicie,964,964
174800,crucifique,enjuicie,topico 1,GanozaAdriana,crucifique-enjuicie,964,964
168877,crucifique,enjuicie,topico 1,ShalomGabriel48,crucifique-enjuicie,964,964
168863,gervasi,maria,topico 1,ShalomGabriel48,gervasi-maria,964,964
174801,desidia,crucifique,topico 1,GanozaAdriana,crucifique-desidia,964,964
168878,desidia,crucifique,topico 1,ShalomGabriel48,crucifique-desidia,964,964
159361,enjuicie,caviar,topico 1,robminaya,caviar-enjuicie,964,964
156847,ana,canciller,topico 1,Educole20,ana-canciller,964,964
159346,ana,canciller,topico 1,robminaya,ana-canciller,964,964
159383,crucifique,enjuicie,topico 1,MikeObirom,crucifique-enjuicie,964,964
156810,crucifique,enjuicie,topico 1,patychiquitall1,crucifique-enjuicie,964,964
159382,enjuicie,caviar,topico 1,MikeObirom,caviar-enjuicie,964,964
168887,retirar,gervasi,topico 1,MnicaCceres7,gervasi-retirar,964,964
140431,retirar,gervasi,topico 1,marcoarriola13,gervasi-retirar,964,964
168864,retirar,gervasi,topico 1,ShalomGabriel48,gervasi-retirar,964,964
159369,gervasi,maria,topico 1,MikeObirom,gervasi-maria,964,964
159490,ana,canciller,topico 1,jflores1709,ana-canciller,964,964
159406,crucifique,enjuicie,topico 1,liliana43947826,crucifique-enjuicie,964,964
159429,crucifique,enjuicie,topico 1,vicmalchiro,crucifique-enjuicie,964,964
159428,enjuicie,caviar,topico 1,vicmalchiro,caviar-enjuicie,964,964
174786,gervasi,maria,topico 1,GanozaAdriana,gervasi-maria,964,964
174787,retirar,gervasi,topico 1,GanozaAdriana,gervasi-retirar,964,964
172143,gervasi,maria,topico 1,Laura07905605,gervasi-maria,964,964
159416,retirar,gervasi,topico 1,vicmalchiro,gervasi-retirar,964,964
159415,gervasi,maria,topico 1,vicmalchiro,gervasi-maria,964,964
159413,ana,canciller,topico 1,vicmalchiro,ana-canciller,964,964
159407,desidia,crucifique,topico 1,liliana43947826,crucifique-desidia,964,964
159405,enjuicie,caviar,topico 1,liliana43947826,caviar-enjuicie,964,964
159370,retirar,gervasi,topico 1,MikeObirom,gervasi-retirar,964,964
172141,ana,canciller,topico 1,Laura07905605,ana-canciller,964,964
159392,gervasi,maria,topico 1,liliana43947826,gervasi-maria,964,964
168886,gervasi,maria,topico 1,MnicaCceres7,gervasi-maria,964,964
159393,retirar,gervasi,topico 1,liliana43947826,gervasi-retirar,964,964
159390,ana,canciller,topico 1,liliana43947826,ana-canciller,964,964
159316,gervasi,maria,topico 1,EvelinMB2,gervasi-maria,964,964
140428,ana,canciller,topico 1,marcoarriola13,ana-canciller,964,964
140430,gervasi,maria,topico 1,marcoarriola13,gervasi-maria,964,964
174807,ana,canciller,topico 1,fmanrique0960,ana-canciller,964,964
168899,enjuicie,caviar,topico 1,MnicaCceres7,caviar-enjuicie,964,964
168900,crucifique,enjuicie,topico 1,MnicaCceres7,crucifique-enjuicie,964,964
159309,crucifique,enjuicie,topico 1,Ricardo93668031,crucifique-enjuicie,964,964
168967,desidia,crucifique,topico 1,ManuelF21938574,crucifique-desidia,964,964
159317,retirar,gervasi,topico 1,EvelinMB2,gervasi-retirar,964,964
174823,crucifique,enjuicie,topico 1,fmanrique0960,crucifique-enjuicie,964,964
158385,desidia,crucifique,topico 1,SilviaOrejuela,crucifique-desidia,964,964
159314,ana,canciller,topico 1,EvelinMB2,ana-canciller,964,964
168973,ana,canciller,topico 1,nemo17molle,ana-canciller,964,964
168975,gervasi,maria,topico 1,nemo17molle,gervasi-maria,964,964
168976,retirar,gervasi,topico 1,nemo17molle,gervasi-retirar,964,964
159310,desidia,crucifique,topico 1,Ricardo93668031,crucifique-desidia,964,964
159308,enjuicie,caviar,topico 1,Ricardo93668031,caviar-enjuicie,964,964
168901,desidia,crucifique,topico 1,MnicaCceres7,crucifique-desidia,964,964
159384,desidia,crucifique,topico 1,MikeObirom,crucifique-desidia,964,964
174937,desidia,crucifique,topico 1,npriaroni,crucifique-desidia,964,964
174824,desidia,crucifique,topico 1,fmanrique0960,crucifique-desidia,964,964
168952,gervasi,maria,topico 1,ManuelF21938574,gervasi-maria,964,964
174759,desidia,crucifique,topico 1,Majestic19782,crucifique-desidia,964,964
168988,enjuicie,caviar,topico 1,nemo17molle,caviar-enjuicie,964,964
168989,crucifique,enjuicie,topico 1,nemo17molle,crucifique-enjuicie,964,964
168990,desidia,crucifique,topico 1,nemo17molle,crucifique-desidia,964,964
168966,crucifique,enjuicie,topico 1,ManuelF21938574,crucifique-enjuicie,964,964
168965,enjuicie,caviar,topico 1,ManuelF21938574,caviar-enjuicie,964,964
174822,enjuicie,caviar,topico 1,fmanrique0960,caviar-enjuicie,964,964
140445,desidia,crucifique,topico 1,marcoarriola13,crucifique-desidia,964,964
159331,desidia,crucifique,topico 1,EvelinMB2,crucifique-desidia,964,964
174809,gervasi,maria,topico 1,fmanrique0960,gervasi-maria,964,964
159330,crucifique,enjuicie,topico 1,EvelinMB2,crucifique-enjuicie,964,964
168927,ana,canciller,topico 1,vicchec,ana-canciller,964,964
168929,gervasi,maria,topico 1,vicchec,gervasi-maria,964,964
168930,retirar,gervasi,topico 1,vicchec,gervasi-retirar,964,964
174810,retirar,gervasi,topico 1,fmanrique0960,gervasi-retirar,964,964
172121,retirar,gervasi,topico 1,Ana13081823,gervasi-retirar,964,964
168942,enjuicie,caviar,topico 1,vicchec,caviar-enjuicie,964,964
172120,gervasi,maria,topico 1,Ana13081823,gervasi-maria,964,964
174757,enjuicie,caviar,topico 1,Majestic19782,caviar-enjuicie,964,964
159295,gervasi,maria,topico 1,Ricardo93668031,gervasi-maria,964,964
159293,ana,canciller,topico 1,Ricardo93668031,ana-canciller,964,964
174848,ana,canciller,topico 1,FelixPa04672973,ana-canciller,964,964
168943,crucifique,enjuicie,topico 1,vicchec,crucifique-enjuicie,964,964
159683,retirar,gervasi,topico 1,sergiomarz3,gervasi-retirar,964,964
140443,enjuicie,caviar,topico 1,marcoarriola13,caviar-enjuicie,964,964
168953,retirar,gervasi,topico 1,ManuelF21938574,gervasi-retirar,964,964
140444,crucifique,enjuicie,topico 1,marcoarriola13,crucifique-enjuicie,964,964
159430,desidia,crucifique,topico 1,vicmalchiro,crucifique-desidia,964,964
159492,gervasi,maria,topico 1,jflores1709,gervasi-maria,964,964
159270,crucifique,enjuicie,topico 1,JotaLac,crucifique-enjuicie,964,964
172118,ana,canciller,topico 1,Ana13081823,ana-canciller,964,964
139701,retirar,gervasi,topico 1,paas131456789,gervasi-retirar,964,964
159682,gervasi,maria,topico 1,sergiomarz3,gervasi-maria,964,964
168944,desidia,crucifique,topico 1,vicchec,crucifique-desidia,964,964
168819,gervasi,maria,topico 1,cenial7,gervasi-maria,964,964
159680,ana,canciller,topico 1,sergiomarz3,ana-canciller,964,964
159674,desidia,crucifique,topico 1,ZarateRaul08,crucifique-desidia,964,964
159673,crucifique,enjuicie,topico 1,ZarateRaul08,crucifique-enjuicie,964,964
168820,retirar,gervasi,topico 1,cenial7,gervasi-retirar,964,964
159672,enjuicie,caviar,topico 1,ZarateRaul08,caviar-enjuicie,964,964
168817,ana,canciller,topico 1,cenial7,ana-canciller,964,964
159329,enjuicie,caviar,topico 1,EvelinMB2,caviar-enjuicie,964,964
159695,enjuicie,caviar,topico 1,sergiomarz3,caviar-enjuicie,964,964
172167,retirar,gervasi,topico 1,wilwrightfalla,gervasi-retirar,964,964
140673,ana,canciller,topico 1,MarioMirandaSo,ana-canciller,964,964
172166,gervasi,maria,topico 1,wilwrightfalla,gervasi-maria,964,964
159657,ana,canciller,topico 1,ZarateRaul08,ana-canciller,964,964
159653,desidia,crucifique,topico 1,ZarateRaul08,crucifique-desidia,964,964
159652,crucifique,enjuicie,topico 1,ZarateRaul08,crucifique-enjuicie,964,964
159651,enjuicie,caviar,topico 1,ZarateRaul08,caviar-enjuicie,964,964
174763,ana,canciller,topico 1,JorgeCordovaO1,ana-canciller,964,964
172164,ana,canciller,topico 1,wilwrightfalla,ana-canciller,964,964
159696,crucifique,enjuicie,topico 1,sergiomarz3,crucifique-enjuicie,964,964
159493,retirar,gervasi,topico 1,jflores1709,gervasi-retirar,964,964
168799,retirar,gervasi,topico 1,partido_peru,gervasi-retirar,964,964
168790,desidia,crucifique,topico 1,giulianachahud,crucifique-desidia,964,964
159768,gervasi,maria,topico 1,ElKeko633,gervasi-maria,964,964
159766,ana,canciller,topico 1,ElKeko633,ana-canciller,964,964
159739,desidia,crucifique,topico 1,AndiaMaride,crucifique-desidia,964,964
159738,crucifique,enjuicie,topico 1,AndiaMaride,crucifique-enjuicie,964,964
159737,enjuicie,caviar,topico 1,AndiaMaride,caviar-enjuicie,964,964
168796,ana,canciller,topico 1,partido_peru,ana-canciller,964,964
174745,retirar,gervasi,topico 1,Majestic19782,gervasi-retirar,964,964
174758,crucifique,enjuicie,topico 1,Majestic19782,crucifique-enjuicie,964,964
159296,retirar,gervasi,topico 1,Ricardo93668031,gervasi-retirar,964,964
159659,gervasi,maria,topico 1,ZarateRaul08,gervasi-maria,964,964
159660,retirar,gervasi,topico 1,ZarateRaul08,gervasi-retirar,964,964
157331,desidia,crucifique,topico 1,CleverValdi,crucifique-desidia,964,964
174766,retirar,gervasi,topico 1,JorgeCordovaO1,gervasi-retirar,964,964
159725,retirar,gervasi,topico 1,AndiaMaride,gervasi-retirar,964,964
168811,enjuicie,caviar,topico 1,partido_peru,caviar-enjuicie,964,964
159724,gervasi,maria,topico 1,AndiaMaride,gervasi-maria,964,964
168812,crucifique,enjuicie,topico 1,partido_peru,crucifique-enjuicie,964,964
168813,desidia,crucifique,topico 1,partido_peru,crucifique-desidia,964,964
159722,ana,canciller,topico 1,AndiaMaride,ana-canciller,964,964
172179,enjuicie,caviar,topico 1,wilwrightfalla,caviar-enjuicie,964,964
168832,enjuicie,caviar,topico 1,cenial7,caviar-enjuicie,964,964
174779,crucifique,enjuicie,topico 1,JorgeCordovaO1,crucifique-enjuicie,964,964
168798,gervasi,maria,topico 1,partido_peru,gervasi-maria,964,964
172144,retirar,gervasi,topico 1,Laura07905605,gervasi-retirar,964,964
